model_id,threshold,mean_f1,micro_f1,mean_precision,mean_recall,mean_false_contact_rate,mean_long_range_contact_recall,mean_short_range_contact_recall,per_row_f1_std,predicted_contact_count,native_contact_count,true_positive_contacts
pair_plus_cluster_score,0.3,0.135147,0.116997,0.09227,0.310168,0.90773,0.226121,0.362715,0.040485,13850,2988,985
pair_plus_cluster_score,0.31,0.138531,0.119714,0.096361,0.301837,0.903639,0.216666,0.354478,0.042529,12950,2988,954
pair_plus_cluster_score,0.32,0.139849,0.12636,0.099891,0.28346,0.900109,0.19527,0.336805,0.038304,11447,2988,912
pair_plus_cluster_score,0.33,0.141742,0.129233,0.103639,0.271118,0.896361,0.174878,0.328958,0.037684,10507,2988,872
pair_plus_cluster_score,0.34,0.145867,0.135456,0.109731,0.255075,0.890269,0.154726,0.317308,0.037317,9134,2988,821
pair_plus_cluster_score,0.35,0.148244,0.139618,0.114715,0.242267,0.885285,0.133762,0.303151,0.040228,8214,2988,782
pair_plus_cluster_score,0.36,0.155411,0.14792,0.126334,0.229942,0.873666,0.118016,0.29141,0.042327,7058,2988,743
pair_plus_cluster_score,0.37,0.158956,0.153231,0.133103,0.219719,0.866897,0.102864,0.284455,0.045461,6266,2988,709
pair_plus_cluster_score,0.38,0.160522,0.15775,0.142808,0.202406,0.857192,0.088876,0.266102,0.047834,5367,2988,659
pair_plus_cluster_score,0.39,0.164566,0.163956,0.152337,0.1944,0.847663,0.078466,0.257693,0.049957,4758,2988,635
pair_plus_cluster_score,0.4,0.164234,0.16547,0.164498,0.176548,0.835502,0.06595,0.237423,0.057007,3974,2988,576
pair_plus_cluster_score,0.41,0.168091,0.170067,0.180976,0.167582,0.819024,0.053495,0.230692,0.058015,3433,2988,546
pair_plus_cluster_score,0.42,0.161113,0.164718,0.196015,0.144528,0.803985,0.041146,0.197156,0.064378,2743,2988,472
pair_plus_cluster_score,0.43,0.156812,0.161751,0.212302,0.129916,0.787698,0.036196,0.179706,0.068897,2267,2988,425
pair_plus_cluster_score,0.44,0.145999,0.15161,0.231214,0.111133,0.768786,0.030164,0.153771,0.066741,1827,2988,365
pair_plus_cluster_score,0.45,0.144446,0.148856,0.267924,0.102604,0.732076,0.021533,0.144579,0.066713,1513,2988,335
pair_plus_cluster_score,0.46,0.131981,0.136792,0.288732,0.088698,0.711268,0.019702,0.123615,0.065144,1252,2988,290
pair_plus_cluster_score,0.47,0.125068,0.129743,0.308769,0.081036,0.691231,0.017871,0.113036,0.063841,1097,2988,265
pair_plus_cluster_score,0.48,0.111049,0.11638,0.319728,0.069224,0.680272,0.013747,0.099091,0.054642,913,2988,227
pair_plus_cluster_score,0.49,0.104338,0.11117,0.329422,0.063894,0.670578,0.011534,0.093247,0.053749,808,2988,211
pair_plus_cluster_score,0.5,0.087894,0.097103,0.33501,0.051875,0.66499,0.006281,0.076588,0.051171,637,2988,176
pair_plus_cluster_score,0.51,0.086271,0.09564,0.364156,0.050248,0.635844,0.006281,0.074527,0.049414,567,2988,170
pair_plus_cluster_score,0.52,0.079514,0.089959,0.399406,0.04508,0.600594,0.005098,0.067679,0.048771,458,2988,155
pair_plus_cluster_score,0.53,0.076059,0.087393,0.417548,0.042549,0.582452,0.005098,0.063541,0.046365,399,2988,148
pair_plus_cluster_score,0.54,0.071491,0.081571,0.447238,0.039297,0.552762,0.003661,0.059566,0.04295,322,2988,135
pair_plus_cluster_score,0.55,0.070362,0.080147,0.482386,0.038292,0.517614,0.002619,0.058743,0.041673,281,2988,131
pair_plus_cluster_score,0.56,0.061329,0.070829,0.473758,0.032965,0.526242,0.001183,0.049281,0.041664,231,2988,114
pair_plus_cluster_score,0.57,0.060518,0.069978,0.501179,0.032357,0.498821,0.001183,0.048457,0.040461,213,2988,112
pair_plus_cluster_score,0.58,0.054603,0.061869,0.511913,0.02895,0.488087,0.001183,0.043054,0.036819,180,2988,98
pair_plus_cluster_score,0.59,0.053479,0.060356,0.535451,0.028237,0.464549,0.001183,0.041891,0.035767,160,2988,95
pair_plus_cluster_score,0.6,0.048701,0.053777,0.571204,0.025526,0.428796,0.000789,0.037967,0.033465,136,2988,84
pair_plus_cluster_score,0.61,0.044389,0.048325,0.572593,0.023137,0.427407,0.0,0.03505,0.029319,116,2988,75
pair_plus_cluster_score,0.62,0.038591,0.04083,0.568096,0.02003,0.431904,0.0,0.030401,0.026449,98,2988,63
pair_plus_cluster_score,0.63,0.037491,0.039662,0.602522,0.019397,0.397478,0.0,0.029541,0.024226,88,2988,61
pair_plus_cluster_score,0.64,0.02979,0.030729,0.536859,0.015364,0.463141,0.0,0.022776,0.022376,71,2988,47
pair_plus_cluster_score,0.65,0.02686,0.026885,0.537121,0.013805,0.337879,0.0,0.020375,0.021246,62,2988,41
pair_plus_cluster_score,0.66,0.02359,0.022383,0.545454,0.012102,0.329545,0.0,0.017811,0.021993,50,2988,34
pair_plus_cluster_score,0.67,0.021064,0.019789,0.608036,0.010771,0.266964,0.0,0.016057,0.018585,44,2988,30
pair_plus_cluster_score,0.68,0.018573,0.016529,0.479911,0.009499,0.270089,0.0,0.01414,0.018696,37,2988,25
pair_plus_cluster_score,0.69,0.016957,0.01457,0.5,0.008652,0.25,0.0,0.012903,0.018628,32,2988,22
pair_plus_cluster_score,0.7,0.013,0.009967,0.516667,0.006605,0.233333,0.0,0.009982,0.014935,22,2988,15
pair_plus_cluster_score,0.71,0.010263,0.007321,0.520833,0.005208,0.229167,0.0,0.008193,0.01352,17,2988,11
pair_plus_cluster_score,0.72,0.006372,0.004,0.333333,0.003222,0.291667,0.0,0.004994,0.009694,12,2988,6
pair_plus_cluster_score,0.73,0.001394,0.001337,0.25,0.000699,0.25,0.0,0.000894,0.002428,4,2988,2
pair_plus_cluster_score,0.74,0.001394,0.001337,0.25,0.000699,0.25,0.0,0.000894,0.002428,4,2988,2
pair_plus_cluster_score,0.75,0.001394,0.001337,0.25,0.000699,0.125,0.0,0.000894,0.002428,3,2988,2
pair_plus_cluster_score,0.76,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_score,0.77,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_score,0.78,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_score,0.79,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_score,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_score,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.0,0.092076,0.061271,0.048921,1.0,0.951079,1.0,1.0,0.047475,94546,2988,2988
pair_plus_entropy_score,0.01,0.10053,0.070076,0.054231,0.879533,0.945769,0.732424,0.938061,0.047799,72901,2988,2659
pair_plus_entropy_score,0.02,0.101578,0.070399,0.054947,0.860598,0.945053,0.711274,0.922779,0.048977,70791,2988,2597
pair_plus_entropy_score,0.03,0.102286,0.070898,0.055469,0.842312,0.94453,0.694894,0.90136,0.049149,68664,2988,2540
pair_plus_entropy_score,0.04,0.102898,0.071339,0.055966,0.819149,0.944034,0.655413,0.881506,0.049371,66231,2988,2469
pair_plus_entropy_score,0.05,0.103957,0.072057,0.056739,0.798585,0.943261,0.631202,0.863806,0.049838,63820,2988,2407
pair_plus_entropy_score,0.06,0.105551,0.073037,0.057814,0.777931,0.942186,0.614741,0.843865,0.050852,61144,2988,2342
pair_plus_entropy_score,0.07,0.106429,0.074098,0.058546,0.752831,0.941454,0.569749,0.825985,0.050035,58390,2988,2274
pair_plus_entropy_score,0.08,0.108186,0.07603,0.059837,0.729708,0.940163,0.525015,0.81615,0.04948,55384,2988,2219
pair_plus_entropy_score,0.09,0.112606,0.078966,0.062675,0.717213,0.937325,0.504605,0.804188,0.051299,52175,2988,2178
pair_plus_entropy_score,0.1,0.115221,0.081833,0.064592,0.695351,0.935408,0.458169,0.79068,0.051761,48996,2988,2127
pair_plus_entropy_score,0.11,0.119046,0.085316,0.067393,0.673095,0.932607,0.420713,0.779079,0.052904,45631,2988,2074
pair_plus_entropy_score,0.12,0.125119,0.090251,0.071527,0.661159,0.928473,0.395612,0.775819,0.055452,42352,2988,2046
pair_plus_entropy_score,0.13,0.131109,0.09507,0.07598,0.639699,0.92402,0.366823,0.76418,0.058759,38897,2988,1991
pair_plus_entropy_score,0.14,0.136222,0.100083,0.080302,0.611859,0.919698,0.344691,0.741525,0.058884,35440,2988,1923
pair_plus_entropy_score,0.15,0.138826,0.10494,0.083102,0.580051,0.916898,0.315569,0.714611,0.057463,32156,2988,1844
pair_plus_entropy_score,0.16,0.141253,0.110332,0.085968,0.547004,0.914032,0.293767,0.678323,0.05562,28825,2988,1755
pair_plus_entropy_score,0.17,0.140571,0.114933,0.086761,0.512467,0.913239,0.28329,0.636371,0.042518,26055,2988,1669
pair_plus_entropy_score,0.18,0.144251,0.119806,0.090519,0.48724,0.909481,0.268966,0.604875,0.045116,23555,2988,1590
pair_plus_entropy_score,0.19,0.147352,0.122531,0.094189,0.46064,0.905811,0.261374,0.567635,0.045824,21463,2988,1498
pair_plus_entropy_score,0.2,0.146879,0.12399,0.095189,0.43096,0.904811,0.249212,0.527702,0.045809,19659,2988,1404
pair_plus_entropy_score,0.21,0.145235,0.123339,0.095497,0.402305,0.904503,0.235246,0.48849,0.043955,18238,2988,1309
pair_plus_entropy_score,0.22,0.145981,0.124714,0.097401,0.384523,0.902599,0.225484,0.46821,0.046874,17106,2988,1253
pair_plus_entropy_score,0.23,0.145262,0.125072,0.098258,0.365163,0.901742,0.215577,0.44303,0.044156,16057,2988,1191
pair_plus_entropy_score,0.24,0.146798,0.126778,0.10069,0.351867,0.89931,0.205046,0.429259,0.043742,15075,2988,1145
pair_plus_entropy_score,0.25,0.147095,0.128715,0.102042,0.33788,0.897958,0.188901,0.414922,0.041512,14104,2988,1100
pair_plus_entropy_score,0.26,0.150412,0.133896,0.105459,0.330587,0.894541,0.172742,0.410286,0.040378,13114,2988,1078
pair_plus_entropy_score,0.27,0.152311,0.13848,0.108324,0.319004,0.891676,0.151395,0.401606,0.039302,12090,2988,1044
pair_plus_entropy_score,0.28,0.158154,0.145956,0.114319,0.313761,0.885681,0.140574,0.399619,0.041426,11071,2988,1026
pair_plus_entropy_score,0.29,0.164348,0.154309,0.121568,0.305341,0.878432,0.130117,0.395613,0.042479,9973,2988,1000
pair_plus_entropy_score,0.3,0.16901,0.162712,0.12834,0.293748,0.87166,0.109402,0.38959,0.044239,8898,2988,967
pair_plus_entropy_score,0.31,0.174198,0.171777,0.135962,0.281079,0.864038,0.088742,0.377448,0.045755,7840,2988,930
pair_plus_entropy_score,0.32,0.181546,0.181818,0.14663,0.27061,0.85337,0.070937,0.369436,0.048933,6835,2988,893
pair_plus_entropy_score,0.33,0.188422,0.189223,0.158343,0.258088,0.841657,0.05431,0.36132,0.053457,5901,2988,841
pair_plus_entropy_score,0.34,0.196495,0.198544,0.173534,0.245389,0.826466,0.04038,0.351449,0.065926,4980,2988,791
pair_plus_entropy_score,0.35,0.203461,0.207872,0.19123,0.231604,0.80877,0.032952,0.333601,0.07543,4151,2988,742
pair_plus_entropy_score,0.36,0.212848,0.218487,0.216056,0.220659,0.783944,0.024702,0.323116,0.082493,3438,2988,702
pair_plus_entropy_score,0.37,0.217505,0.225615,0.235512,0.209424,0.764488,0.020723,0.310457,0.090653,2907,2988,665
pair_plus_entropy_score,0.38,0.219469,0.232978,0.258046,0.196536,0.741954,0.013821,0.296075,0.098247,2446,2988,633
pair_plus_entropy_score,0.39,0.218307,0.235756,0.276327,0.184855,0.723673,0.009079,0.281481,0.106111,2102,2988,600
pair_plus_entropy_score,0.4,0.222597,0.243482,0.307947,0.17739,0.692053,0.007108,0.270137,0.114147,1768,2988,579
pair_plus_entropy_score,0.41,0.223823,0.248555,0.333701,0.17039,0.666299,0.002366,0.259969,0.12174,1510,2988,559
pair_plus_entropy_score,0.42,0.231775,0.257491,0.37973,0.167916,0.62027,0.001183,0.258251,0.126832,1284,2988,550
pair_plus_entropy_score,0.43,0.236526,0.262207,0.425527,0.164601,0.574473,0.0,0.253266,0.132444,1108,2988,537
pair_plus_entropy_score,0.44,0.237096,0.263383,0.458751,0.160534,0.541249,0.0,0.2488,0.131356,991,2988,524
pair_plus_entropy_score,0.45,0.236828,0.26359,0.486825,0.157003,0.513175,0.0,0.244398,0.132179,912,2988,514
pair_plus_entropy_score,0.46,0.233655,0.26001,0.504078,0.152527,0.495922,0.0,0.238498,0.128349,858,2988,500
pair_plus_entropy_score,0.47,0.228747,0.254517,0.507243,0.148026,0.492757,0.0,0.231636,0.125661,831,2988,486
pair_plus_entropy_score,0.48,0.226074,0.251447,0.511099,0.14539,0.488901,0.0,0.228169,0.122507,814,2988,478
pair_plus_entropy_score,0.49,0.22382,0.248352,0.509578,0.143675,0.490422,0.0,0.225452,0.121233,805,2988,471
pair_plus_entropy_score,0.5,0.221188,0.245902,0.510624,0.141375,0.489376,0.0,0.221333,0.120314,794,2988,465
pair_plus_entropy_score,0.51,0.219401,0.244963,0.509885,0.139998,0.490115,0.0,0.218957,0.120328,784,2988,462
pair_plus_entropy_score,0.52,0.218693,0.244149,0.515834,0.138941,0.484166,0.0,0.217634,0.119337,772,2988,459
pair_plus_entropy_score,0.53,0.214961,0.242635,0.515775,0.136048,0.484225,0.0,0.211585,0.123004,746,2988,453
pair_plus_entropy_score,0.54,0.206176,0.235358,0.522481,0.128693,0.477519,0.0,0.199657,0.120524,700,2988,434
pair_plus_entropy_score,0.55,0.19723,0.227235,0.518896,0.12224,0.481104,0.0,0.186285,0.123116,647,2988,413
pair_plus_entropy_score,0.56,0.186469,0.215428,0.542903,0.113208,0.457097,0.0,0.17318,0.116416,577,2988,384
pair_plus_entropy_score,0.57,0.179897,0.207171,0.552524,0.108406,0.447475,0.0,0.164135,0.115098,526,2988,364
pair_plus_entropy_score,0.58,0.154049,0.178791,0.574581,0.089508,0.425419,0.0,0.137565,0.09369,435,2988,306
pair_plus_entropy_score,0.59,0.13382,0.154258,0.561606,0.076725,0.438394,0.0,0.115827,0.089442,370,2988,259
pair_plus_entropy_score,0.6,0.105291,0.124658,0.549468,0.058452,0.450532,0.0,0.090522,0.064946,301,2988,205
pair_plus_entropy_score,0.61,0.10042,0.11682,0.548619,0.055501,0.451381,0.0,0.085208,0.062756,282,2988,191
pair_plus_entropy_score,0.62,0.086739,0.100124,0.534921,0.047414,0.465079,0.0,0.073444,0.056283,248,2988,162
pair_plus_entropy_score,0.63,0.084863,0.097244,0.532848,0.04633,0.467153,0.0,0.071582,0.055602,241,2988,157
pair_plus_entropy_score,0.64,0.081203,0.094322,0.525511,0.044201,0.474489,0.0,0.068332,0.053518,235,2988,152
pair_plus_entropy_score,0.65,0.0791,0.092097,0.521568,0.042968,0.478432,0.0,0.065303,0.054009,226,2988,148
pair_plus_entropy_score,0.66,0.074879,0.087418,0.518649,0.0405,0.481351,0.0,0.061921,0.051445,215,2988,140
pair_plus_entropy_score,0.67,0.073273,0.085053,0.519118,0.039588,0.480882,0.0,0.060438,0.050668,210,2988,136
pair_plus_entropy_score,0.68,0.065877,0.077914,0.511211,0.035295,0.488789,0.0,0.054255,0.04434,195,2988,124
pair_plus_entropy_score,0.69,0.064829,0.076244,0.520096,0.034634,0.479905,0.0,0.053068,0.043561,186,2988,121
pair_plus_entropy_score,0.7,0.0621,0.072647,0.522661,0.033062,0.477339,0.0,0.050785,0.041162,178,2988,115
pair_plus_entropy_score,0.71,0.060091,0.06962,0.519089,0.031936,0.480911,0.0,0.048825,0.039743,172,2988,110
pair_plus_entropy_score,0.72,0.056877,0.06548,0.539643,0.030085,0.460357,0.0,0.046029,0.037589,158,2988,103
pair_plus_entropy_score,0.73,0.052421,0.059368,0.534355,0.027612,0.465645,0.0,0.04214,0.034191,145,2988,93
pair_plus_entropy_score,0.74,0.045549,0.052124,0.533011,0.023828,0.46699,0.0,0.036152,0.031881,120,2988,81
pair_plus_entropy_score,0.75,0.041325,0.045322,0.542188,0.021531,0.457812,0.0,0.032053,0.030911,101,2988,70
pair_plus_entropy_score,0.76,0.030474,0.03329,0.559164,0.01568,0.440836,0.0,0.024087,0.019301,76,2988,51
pair_plus_entropy_score,0.77,0.02838,0.029441,0.545246,0.014594,0.454754,0.0,0.021839,0.019772,69,2988,45
pair_plus_entropy_score,0.78,0.021372,0.021053,0.534077,0.010937,0.340923,0.0,0.016638,0.015952,52,2988,32
pair_plus_entropy_score,0.79,0.019815,0.018451,0.504167,0.010145,0.370833,0.0,0.01517,0.016701,47,2988,28
pair_plus_entropy_score,0.8,0.017579,0.017173,0.604911,0.008941,0.270089,0.0,0.013174,0.014836,40,2988,26
pair_plus_entropy_score,0.81,0.016898,0.015878,0.578869,0.008596,0.296131,0.0,0.012416,0.015368,35,2988,24
pair_plus_entropy_score,0.82,0.012143,0.011948,0.625,0.006152,0.25,0.0,0.00874,0.01158,25,2988,18
pair_plus_entropy_score,0.83,0.010777,0.00998,0.583333,0.005464,0.166667,0.0,0.007612,0.012094,18,2988,15
pair_plus_entropy_score,0.84,0.001974,0.002005,0.3125,0.000991,0.0625,0.0,0.001288,0.002575,4,2988,3
pair_plus_entropy_score,0.85,0.001391,0.001337,0.1875,0.000699,0.0625,0.0,0.000894,0.002423,3,2988,2
pair_plus_entropy_score,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_entropy_score,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.0,0.092076,0.061271,0.048921,1.0,0.951079,1.0,1.0,0.047475,94546,2988,2988
pair_plus_cluster_plus_entropy_score,0.01,0.107658,0.073093,0.05891,0.802806,0.94109,0.651768,0.859618,0.054318,62846,2988,2406
pair_plus_cluster_plus_entropy_score,0.02,0.109642,0.074309,0.060232,0.784464,0.939768,0.636668,0.836961,0.055259,60181,2988,2347
pair_plus_cluster_plus_entropy_score,0.03,0.111745,0.076242,0.061651,0.767636,0.938349,0.616745,0.820327,0.055043,57451,2988,2304
pair_plus_cluster_plus_entropy_score,0.04,0.113559,0.078361,0.062929,0.746909,0.937071,0.579409,0.808532,0.054865,54413,2988,2249
pair_plus_cluster_plus_entropy_score,0.05,0.11702,0.081236,0.065217,0.731138,0.934783,0.554433,0.80132,0.05583,51372,2988,2208
pair_plus_cluster_plus_entropy_score,0.06,0.118854,0.083888,0.066683,0.704261,0.933317,0.508475,0.781027,0.054946,48056,2988,2141
pair_plus_cluster_plus_entropy_score,0.07,0.122011,0.087048,0.068976,0.681727,0.931024,0.479569,0.760926,0.055464,44779,2988,2079
pair_plus_cluster_plus_entropy_score,0.08,0.123647,0.090611,0.070369,0.656581,0.929631,0.45044,0.741692,0.052904,41532,2988,2017
pair_plus_cluster_plus_entropy_score,0.09,0.126905,0.093868,0.072964,0.628579,0.927036,0.417248,0.7207,0.054257,38304,2988,1938
pair_plus_cluster_plus_entropy_score,0.1,0.129699,0.098686,0.075255,0.604543,0.924745,0.394097,0.702493,0.05189,35133,2988,1881
pair_plus_cluster_plus_entropy_score,0.11,0.133439,0.102248,0.078332,0.578708,0.921668,0.372038,0.680119,0.05303,32240,2988,1801
pair_plus_cluster_plus_entropy_score,0.12,0.136688,0.106208,0.081121,0.55225,0.918879,0.353747,0.6523,0.052923,29420,2988,1721
pair_plus_cluster_plus_entropy_score,0.13,0.137129,0.108785,0.082331,0.520709,0.917669,0.323684,0.616211,0.048829,27053,2988,1634
pair_plus_cluster_plus_entropy_score,0.14,0.140379,0.111908,0.085393,0.497423,0.914607,0.309368,0.587648,0.050425,24892,2988,1560
pair_plus_cluster_plus_entropy_score,0.15,0.14245,0.113941,0.087738,0.473385,0.912262,0.296787,0.556608,0.05113,23008,2988,1481
pair_plus_cluster_plus_entropy_score,0.16,0.144208,0.115631,0.090302,0.448856,0.909698,0.283448,0.526595,0.050627,21348,2988,1407
pair_plus_cluster_plus_entropy_score,0.17,0.145002,0.116875,0.092064,0.426625,0.907936,0.264823,0.501357,0.052428,19874,2988,1336
pair_plus_cluster_plus_entropy_score,0.18,0.147036,0.119688,0.094341,0.411898,0.905659,0.257308,0.482132,0.053043,18568,2988,1290
pair_plus_cluster_plus_entropy_score,0.19,0.147216,0.122718,0.095621,0.394595,0.904379,0.235942,0.464489,0.049518,17335,2988,1247
pair_plus_cluster_plus_entropy_score,0.2,0.150026,0.125522,0.098814,0.381453,0.901186,0.225573,0.45128,0.049444,16164,2988,1202
pair_plus_cluster_plus_entropy_score,0.21,0.15274,0.129036,0.102338,0.368707,0.897662,0.219476,0.439158,0.049332,15069,2988,1165
pair_plus_cluster_plus_entropy_score,0.22,0.152651,0.132884,0.103927,0.35087,0.896073,0.197404,0.426573,0.043451,13929,2988,1124
pair_plus_cluster_plus_entropy_score,0.23,0.153193,0.136378,0.105981,0.334218,0.89402,0.178499,0.411973,0.041427,12821,2988,1078
pair_plus_cluster_plus_entropy_score,0.24,0.155094,0.141319,0.109766,0.318453,0.890234,0.153679,0.404788,0.041133,11688,2988,1037
pair_plus_cluster_plus_entropy_score,0.25,0.156848,0.146352,0.113443,0.304312,0.886557,0.135228,0.396256,0.040811,10664,2988,999
pair_plus_cluster_plus_entropy_score,0.26,0.161187,0.152025,0.119575,0.29299,0.880425,0.120651,0.385593,0.040497,9681,2988,963
pair_plus_cluster_plus_entropy_score,0.27,0.166258,0.158372,0.126997,0.281434,0.873003,0.102648,0.375255,0.04332,8706,2988,926
pair_plus_cluster_plus_entropy_score,0.28,0.172924,0.165379,0.137526,0.270325,0.862474,0.094668,0.362415,0.044356,7751,2988,888
pair_plus_cluster_plus_entropy_score,0.29,0.178274,0.17312,0.147021,0.258839,0.852979,0.085913,0.34853,0.04773,6878,2988,854
pair_plus_cluster_plus_entropy_score,0.3,0.184739,0.179243,0.15885,0.247284,0.84115,0.077831,0.336951,0.052474,6050,2988,810
pair_plus_cluster_plus_entropy_score,0.31,0.190633,0.18632,0.170843,0.23711,0.829157,0.068329,0.326013,0.060054,5331,2988,775
pair_plus_cluster_plus_entropy_score,0.32,0.196599,0.192633,0.185791,0.226989,0.814209,0.061537,0.316578,0.064814,4695,2988,740
pair_plus_cluster_plus_entropy_score,0.33,0.199744,0.199578,0.199608,0.215204,0.800392,0.055787,0.299418,0.072316,4117,2988,709
pair_plus_cluster_plus_entropy_score,0.34,0.19989,0.203333,0.211924,0.202054,0.788076,0.047254,0.287618,0.07853,3612,2988,671
pair_plus_cluster_plus_entropy_score,0.35,0.201578,0.209462,0.229204,0.190877,0.770796,0.039264,0.273463,0.086804,3142,2988,642
pair_plus_cluster_plus_entropy_score,0.36,0.202905,0.212913,0.245655,0.182371,0.754345,0.032715,0.265167,0.087896,2789,2988,615
pair_plus_cluster_plus_entropy_score,0.37,0.205958,0.216925,0.270548,0.174129,0.729452,0.029701,0.255022,0.092476,2424,2988,587
pair_plus_cluster_plus_entropy_score,0.38,0.207834,0.218246,0.298812,0.165907,0.701188,0.024316,0.244747,0.096895,2098,2988,555
pair_plus_cluster_plus_entropy_score,0.39,0.205844,0.217093,0.323685,0.156392,0.676315,0.019797,0.232024,0.099082,1821,2988,522
pair_plus_cluster_plus_entropy_score,0.4,0.197312,0.209855,0.348609,0.14252,0.651391,0.016638,0.208988,0.097519,1558,2988,477
pair_plus_cluster_plus_entropy_score,0.41,0.182723,0.19537,0.367516,0.125831,0.632484,0.014807,0.182772,0.094484,1332,2988,422
pair_plus_cluster_plus_entropy_score,0.42,0.170934,0.18388,0.381744,0.113629,0.618256,0.012912,0.165028,0.090441,1156,2988,381
pair_plus_cluster_plus_entropy_score,0.43,0.157118,0.168723,0.402503,0.100517,0.597497,0.009041,0.149168,0.083635,983,2988,335
pair_plus_cluster_plus_entropy_score,0.44,0.145206,0.160375,0.404969,0.090803,0.595031,0.008646,0.132753,0.08406,853,2988,308
pair_plus_cluster_plus_entropy_score,0.45,0.132174,0.146158,0.417992,0.080515,0.582008,0.007605,0.118227,0.076025,734,2988,272
